Name,Set,Types,Cost,Text,Actions,Cards,Buys,Coins,Trash,Exile,Junk,Gain,Victory
Enhance,Menagerie,Event,2,"You may trash a non-Victory card from your hand, to gain a card costing up to  more than it.",,,,,1?,,,!1,
Gamble,Menagerie,Event,2,"+1 BuyDiscard the top card of your deck. If it's an Action or Treasure, you may play it.",!P1?,,+1,!P1?,,,,,
Invest,Menagerie,Event,4,"Exile an Action card from the Supply. While it's in Exile, when another player gains or Invests in a copy of it, +2 Cards.",,**+2,,,,1 Supply,,,
March,Menagerie,Event,3,Look through your discard pile. You may play an Action card from it.,P1?,,,,,,,,
Populate,Menagerie,Event,10,Gain one card from each Action Supply pile.,,,,,,,,X,
Pursue,Menagerie,Event,2,+1 BuyName a card.  Reveal the top 4 cards from your deck.  Put the matches back and discard the rest.,,,+1,,,,,,
Reap,Menagerie,Event,7,"Gain a Gold, setting it aside. At the start of your next turn, play it.",,,,(N +),,,,1,
Ride,Menagerie,Event,2,Gain a Horse.,,,,,,,,1,
Seize the Day,Menagerie,Event,4,Once per game: Take an extra turn after this one.,,,,,,,,,
Stampede,Menagerie,Event,5,"If you have 5 or fewer cards in play, gain 5 Horses onto your deck.",,,,,,,,5,
Toil,Menagerie,Event,2,+1 BuyYou may play an Action card from your hand.,P1?,,+1,,,,,,
Transport,Menagerie,Event,3,Choose one: Exile an Action card from the Supply; or put an Action card you have in Exile onto your deck.,,,,,,1 Supply?,,,
Way of the Butterfly,Menagerie,Way,-6,You may return this to its pile to gain a card costing exactly  more than it.,,,,,1?,,,!1,
Way of the Camel,Menagerie,Way,-6,Exile a Gold from the Supply.,,,,,,1 Supply,,,
Way of the Chameleon,Menagerie,Way,-6,"Follow this card's instructions; each time that would give you +Cards this turn, you get + instead, and vice-versa.",,"-X, +Y",,"+, -",,,,,
Way of the Frog,Menagerie,Way,-6,"+1 ActionWhen you discard this from play this turn, put it onto your deck.",+1,,,,,,,,
Way of the Goat,Menagerie,Way,-6,Trash a card from your hand.,,,,,1,,,,
Way of the Horse,Menagerie,Way,-6,+2 Cards+1 ActionReturn this to its pile.,+1,+2,,,Self,,,,
Way of the Mole,Menagerie,Way,-6,+1 ActionDiscard your hand. +3 Cards.,+1,"-X, +3",,,,,,,
Way of the Monkey,Menagerie,Way,-6,+1 Buy+,,,+1,+,,,,,
Way of the Mouse,Menagerie,Way,-6,"Play the set-aside card, leaving it there.Setup: Set aside an unused non-Duration Action costing  or .",(P1),,,,,,,,
Way of the Mule,Menagerie,Way,-6,+1 Action+,+1,,,+,,,,,
Way of the Otter,Menagerie,Way,-6,+2 Cards,,+2,,,,,,,
Way of the Ox,Menagerie,Way,-6,+2 Actions,+2,,,,,,,,
Way of the Owl,Menagerie,Way,-6,Draw until you have 6 cards in hand.,,=6,,,,,,,
Way of the Pig,Menagerie,Way,-6,+1 Card+1 Action,+1,+1,,,,,,,
Way of the Rat,Menagerie,Way,-6,You may discard a Treasure to gain a copy of this.,,-1,,,,,,1,
Way of the Seal,Menagerie,Way,-6,"+This turn, when you gain a card, you may put it onto your deck.",,,,+,,,,,
Way of the Sheep,Menagerie,Way,-6,+,,,,+,,,,,
Way of the Squirrel,Menagerie,Way,-6,+2 Cards at the end of this turn.,,(N +2),,,,,,,
Way of the Turtle,Menagerie,Way,-6,"Set this aside. If you did, play it at the start of your next turn.",!N Pself,-1,,,,,,,
Way of the Worm,Menagerie,Way,-6,Exile an Estate from the Supply.,,,,,,1 Supply,,,(1 )
Acolyte,Allies,Action - Augur,4,You may trash an Action or Victory card from your hand to gain a Gold.You may trash this to gain an Augur.,,,,,"1?, Self?",,,"!1, !1",
Archer,Allies,Action - Attack - Clash,4,"+Each other player with 5 or more cards in hand reveals all but one, and discards one of those you choose.",,,,+,,,,,
Barbarian,Allies,Action - Attack,5,+Each other player trashes the top card of their deck. If it costs  or more they gain a cheaper card sharing a type with it; otherwise they gain a Curse.,,,,+,,,!1,,
Battle Plan,Allies,Action - Clash,3,+1 Card+1 ActionYou may reveal an Attack card from your hand for +1 Card.You may rotate any Supply pile.,+1,"+1, +1?",,,,,,,
Bauble,Allies,Treasure - Liaison,2,"Choose two different options: +1 Buy; +; +1 Favor; this turn, when you gain a card, you may put it onto your deck.",,,+1?,+?,,,,,
Blacksmith,Allies,Action - Townsfolk,3,Choose one: Draw until you have 6 cards in hand; or +2 Cards; or +1 Card and +1 Action.,+1?,"=6?, +2?, +1?",,,,,,,
Broker,Allies,Action - Liaison,4,Trash a card from your hand and choose one:+1 Card per  it costs;or +1 Action per  it costs; or + per  it costs; or +1 Favor per  it costs.,+X?,+X?,,+?,1,,,,
Capital City,Allies,Action,5,+1 Card+2 ActionsYou may discard 2 cards for +.You may pay  for +2 Cards.,+2,"+1, -2?, !+2",,"-?, !+",,,,,
Carpenter,Allies,Action,4,"If no Supply piles are empty, +1 Action and gain a card costing up to .Otherwise, trash a card from your hand and gain a card costing up to  more than it.",!+1,,,,!1,,,1,
Conjurer,Allies,Action - Duration - Wizard,4,"Gain a card costing up to .At the start of your next turn, put this into your hand.",,N +Self,,,,,,1,
Contract,Allies,Treasure - Duration - Liaison,5,+1 FavorYou may set aside an Action from your hand to play it at the start of your next turn.,N P1?,,,+,,,,,
Courier,Allies,Action,4,+Discard the top card of your deck. Look through your discard pile; you may play an Action or Treasure from it.,P1?,,,"+, P1?",,,,,
Distant Shore,Allies,Action - Victory - Odyssey,6,+2 Cards+1 ActionGain an Estate.2,+1,+2,,,,,,1,"2 , (1 )"
Elder,Allies,Action - Townsfolk,5,"+You may play an Action card from your hand. When it gives you a choice of abilities (with ""choose"") this turn, you may choose an extra (different) option.",P1?,,,+,,,,,
Emissary,Allies,Action - Liaison,5,"+3 CardsIf this made you shuffle (at least one card), +1 Action and +2 Favors.",!+1,+3,,,,,,,
Galleria,Allies,Action,5,"+This turn, when you gain a card costing  or , +1 Buy.",,,+X,+,,,,,
Garrison,Allies,Action - Duration - Fort,4,"+This turn, when you gain a card, add a token here. At the start of your next turn, remove them for +1 Card each.",,N +X,,+,,,,,
Guildmaster,Allies,Action - Liaison,5,"+This turn, when you gain a card, +1 Favor.",,,,+,,,,,
Herb Gatherer,Allies,Action - Augur,3,+1 BuyPut your deck into your discard pile. Look through it and you may play a Treasure from it.You may rotate the Augurs.,,,+1,P1?,,,,,
Highwayman,Allies,Action - Duration - Attack,5,"At the start of your next turn, discard this from play and +3 Cards.Until then, the first Treasure each other player plays each turn does nothing.",,N +3,,,,,,,
Hill Fort,Allies,Action - Fort,5,Gain a card costing up to . Choose one: Put it into your hand; or +1 Card and +1 Action.,+1?,"(+1)?, +1?",,,,,,1,
Hunter,Allies,Action,5,"+1 ActionReveal the top 3 cards of your deck. From those cards, put an Action, a Treasure, and a Victory card into your hand. Discard the rest.",+1,+ 0-3,,,,,,,
Importer,Allies,Action - Duration - Liaison,3,"At the start of your next turn, gain a card costing up to .Setup: Each player gets +4 Favors.",,,,,,,,N 1,
Innkeeper,Allies,Action,4,"+1 ActionChoose one: +1 Card; or +3 Cards, then discard 3 cards; or +5 Cards, then discard 6 cards.",+1,+1 or +3 -3 or +5 -6 ?,,,,,,,
Lich,Allies,Action - Wizard,6,"+6 Cards+2 ActionsSkip a turn.When you trash this, discard it and gain a cheaper card from the trash.",+2,+6,,,,,,*Self 1,
Marquis,Allies,Action,6,+1 Buy+1 Card per card in your hand. Discard down to 10 cards in hand.,,"+X, -Y",+1,,,,,,
Merchant Camp,Allies,Action,3,"+2 Actions+When you discard this from play, you may put it onto your deck.",+2,,,+,,,,,
Miller,Allies,Action - Townsfolk,4,+1 ActionLook at the top 4 cards of your deck. Put one into your hand and discard the rest.,+1,+1,,,,,,,
Modify,Allies,Action,5,Trash a card from your hand. Choose one: +1 Card and +1 Action; or gain a card costing up to  more than the trashed card.,+1?,+1?,,,1,,,1?,
Old Map,Allies,Action - Odyssey,3,+1 Card+1 ActionDiscard a card. +1 Card.You may rotate the Odysseys.,+1,"+1, -1, +1",,,,,,,
Royal Galley,Allies,Action - Duration,4,"+1 CardYou may play a non-Duration Action card from your hand. Set it aside; if you did, then at the start of your next turn, play it.","P1, N P1",+1,,,,,,,
Sentinel,Allies,Action,3,Look at the top 5 cards of your deck. You may trash up to 2 of them. Put the rest back in any order.,,,,,0-2?,,,,
Sibyl,Allies,Action - Augur,6,"+4 Cards+1 ActionPut a card from your hand on top of your deck, and another on the bottom.",+1,"+4, -2",,,,,,,
Skirmisher,Allies,Action - Attack,5,"+1 Card+1 Action+This turn, when you gain an Attack card, each other player discards down to 3 cards in hand.",+1,+1,,+,,,,,
Sorcerer,Allies,Action - Attack - Wizard,5,"+1 Card+1 ActionEach other player names a card, then reveals the top card of their deck. If wrong, they gain a Curse.",+1,+1,,,,,!1,,
Sorceress,Allies,Action - Attack - Augur,5,"+1 ActionName a card. Reveal the top card of your deck and put it into your hand. If it's the named card, each other player gains a Curse.",+1,+1,,,,,!1,,
Specialist,Allies,Action,5,You may play an Action or Treasure from your hand. Choose one: Play it again; or gain a copy of it.,"P1, P1?",,,"P1, P1?",,,,1?,
Stronghold,Allies,Action - Victory - Duration - Fort,6,"Choose one: +; or at the start of your next turn, +3 Cards.2",,N +3?,,+?,,,,,2
Student,Allies,Action - Wizard - Liaison,3,"+1 ActionYou may rotate the Wizards.Trash a card from your hand. If it's a Treasure, +1 Favor and put this onto your deck.",+1,,,,1,,,,
Sunken Treasure,Allies,Treasure - Odyssey,5,Gain an Action card you don't have a copy of in play.,,,,,,,,1,
Swap,Allies,Action,5,"+1 Card+1 ActionYou may return an Action from your hand to its pile, to gain to your hand a different Action costing up to .",+1,"+1, !(+1)",,,1?,,,!1,
Sycophant,Allies,Action - Liaison,2,"+1 ActionDiscard 3 cards. If you discarded at least one, +.When you gain or trash this, +2 Favors.",+1,-3,,!+,,,,,
Tent,Allies,Action - Fort,3,"+You may rotate the Forts.When you discard this from play, you may put it onto your deck.",,,,+,,,,,
Territory,Allies,Victory - Clash,6,"Worth 1  per differently named Victory card you have.When you gain this, gain a Gold per empty Supply pile.",,,,,,,,*X,X
Town,Allies,Action,4,Choose one: +1 Card and +2 Actions; or +1 Buy and +.,+2?,+1?,+1?,+?,,,,,
Town Crier,Allies,Action - Townsfolk,2,Choose one: +; or gain a Silver; or +1 Card and +1 Action.You may rotate the Townsfolk.,+1?,+1?,,+?,,,,1?,
Underling,Allies,Action - Liaison,3,+1 Card+1 Action+1 Favor,+1,+1,,,,,,,
Voyage,Allies,Action - Duration - Odyssey,4,"+1 ActionTake an extra turn after this one (but not a 3rd turn in a row), during which you can only play 3 cards from your hand.",+1,,,,,,,,
Warlord,Allies,Action - Duration - Attack - Clash,5,"+1 ActionAt the start of your next turn, +2 Cards. Until then, other players can't play an Action from their hand that they have 2 or more copies of in play.",+1,N +2,,,,,,,
Architects' Guild,Allies,Ally,-7,"When you gain a card, you may spend 2 Favors to gain a cheaper non-Victory card.",,,,,,,,!1,
Band of Nomads,Allies,Ally,-7,"When you gain a card costing  or more, you may spend a Favor, for +1 Card, or +1 Action, or +1 Buy.",!+1,!+1,!+1,,,,,,
Cave Dwellers,Allies,Ally,-7,"At the start of your turn, you may spend a Favor, to discard a card then draw a card. Repeat as desired.",,"-1, +1",,,,,,,
Circle of Witches,Allies,Ally,-7,"After playing a Liaison, you may spend 3 Favors to have each other player gain a Curse.",,,,,,,1,,
City-state,Allies,Ally,-7,"When you gain an Action card during your turn, you may spend 2 Favors to play it.",*P1,,,,,,,,
Coastal Haven,Allies,Ally,-7,"When discarding your hand in Clean-up, you may spend any number of Favors to keep that many cards in hand for next turn (you still draw 5).",,(N +X),,,,,,,
Crafters' Guild,Allies,Ally,-7,"At the start of your turn, you may spend 2 Favors to gain a card costing up to  onto your deck.",,,,,,,,1,
Desert Guides,Allies,Ally,-7,"At the start of your turn, you may spend a Favor to discard your hand and draw 5 cards. Repeat as desired.",,-X +5,,,,,,,
Family of Inventors,Allies,Ally,-7,"At the start of your Buy phase, you may put a Favor token you have on a non-Victory Supply pile. Cards cost  less per Favor token on their piles.",,,,!R1,,,,,
Fellowship of Scribes,Allies,Ally,-7,"After playing an Action, if you have 4 or fewer cards in hand, you may spend a Favor for +1 Card.",,!+1,,,,,,,
Forest Dwellers,Allies,Ally,-7,"At the start of your turn, you may spend a Favor to look at the top 3 cards of your deck, discard any number and put the rest back in any order.",,,,,,,,,
Gang of Pickpockets,Allies,Ally,-7,"At the start of your turn, discard down to 4 cards in hand unless you spend a Favor.",,-X,,,,,,,
Island Folk,Allies,Ally,-7,"At the end of your turn, you may spend 5 Favors to take an extra turn after this one (but not a 3rd turn in a row).",,,,,,,,,
League of Bankers,Allies,Ally,-7,"At the start of your Buy phase, + per 4 Favors you have (round down).",,,,**+,,,,,
League of Shopkeepers,Allies,Ally,-7,"After playing a Liaison, if you have 5 or more Favors, +, and if 10 or more, +1 Action and +1 Buy.",**+1?,,**+1?,**+?,,,,,
Market Towns,Allies,Ally,-7,"At the start of your Buy phase, you may spend a Favor to play an Action card from your hand. Repeat as desired.",P1,,,,,,,,
Mountain Folk,Allies,Ally,-7,"At the start of your turn, you may spend 5 Favors for +3 Cards.",,+3,,,,,,,
Order of Astrologers,Allies,Ally,-7,"When shuffling, you may pick one card per Favor you spend to go on top.",,,,,,,,,
Order of Masons,Allies,Ally,-7,"When shuffling, you may pick up to 2 cards per Favor you spend to put into your discard pile.",,,,,,,,,
Peaceful Cult,Allies,Ally,-7,"At the start of your Buy phase, you may spend any number of Favors to trash that many cards from your hand.",,,,,X,,,,
Plateau Shepherds,Allies,Ally,-7,"When scoring, pair up your Favors with cards you have costing , for 2  per pair.",,,,,,,,,X
Trappers' Lodge,Allies,Ally,-7,"When you gain a card, you may spend a Favor to put it onto your deck.",,,,,,,,,
Woodworkers' Guild,Allies,Ally,-7,"At the start of your Buy phase, you may spend a Favor to trash an Action card from your hand. If you did, gain an Action card.",,,,,1?,,,!1,
Abundance,Plunder,Treasure - Duration,4,The next time you gain an Action card: +1 Buy and +.,,,**+1,**+,,,,,
Buried Treasure,Plunder,Treasure - Duration,5,"At the start of your next turn, +1 Buy and +.When you gain this, play it.",*Pself,,N +1,N +,,,,,
Cabin Boy,Plunder,Action - Duration,4,"+1 Card+1 ActionAt the start of your next turn, choose one: +; or trash this to gain a Duration card.",+1,+1,,N +?,N self?,,,!N 1,
Cage,Plunder,Treasure - Duration,2,"Set aside up to 4 cards from your hand face down (on this). The next time you gain a Victory card, trash this, and put the set aside cards into your hand at end of turn.",,- 0-4(X)**(N +X),,,**Self,,,,
Crew,Plunder,Action - Duration,5,"+3 CardsAt the start of your next turn, put this onto your deck.",,+3,,,,,,,
Crucible,Plunder,Treasure,4,Trash a card from your hand. + per  it costs.,,,,+,1,,,,
Cutthroat,Plunder,Action - Duration - Attack,5,"Each other player discards down to 3 cards in hand.The next time anyone gains a Treasure costing  or more, gain a Loot.",,,,,,,,**1,
Enlarge,Plunder,Action - Duration,5,"Now and at the start of your next turn: Trash a card from your hand, and gain one costing up to  more.",,,,,"1, N 1",,,"1, N 1",
Figurine,Plunder,Treasure,5,+2 CardsYou may discard an Action card for +1 Buy and +.,,"+2, -1?",!+1,!+,,,,,
First Mate,Plunder,Action,5,"Play any number of Action cards with the same name from your hand, then draw until you have 6 cards in hand.",PX,=6,,,,,,,
Flagship,Plunder,Action - Duration - Command,4,"+The next time you play a non-Command Action card, replay it.",**P1,,,+,,,,,
Fortune Hunter,Plunder,Action,4,+Look at the top 3 cards of your deck. You may play a Treasure from them. Put the rest back in any order.,,,,"+, P1?",,,,,
Frigate,Plunder,Action - Duration - Attack,5,"+Until the start of your next turn, each time another player plays an Action card, they discard down to 4 cards in hand afterwards.",,,,+,,,,,
Gondola,Plunder,Treasure - Duration,4,"Either now or at the start of your next turn: +.When you gain this, you may play an Action card from your hand.",*P1,,,"+?, N +?",,,,,
Grotto,Plunder,Action - Duration,2,"+1 ActionSet aside up to 4 cards from your hand face down (on this). At the start of your next turn, discard them, then draw as many.",+1,- 0-4(X)N +Y (X=Y),,,,,,,
Harbor Village,Plunder,Action,4,"+1 Card+2 ActionsAfter the next Action you play this turn, if it gave you +, +.",+2,+1,,**+,,,,,
Jewelled Egg,Plunder,Treasure,2,"+1 BuyWhen you trash this, gain a Loot.",,,+1,+,,,,*1,
King's Cache,Plunder,Treasure,7,You may play a Treasure from your hand 3 times.,,,,P3?,,,,,
Landing Party,Plunder,Action - Duration,4,"+2 Cards+2 ActionsThe next time the first card you play on a turn is a Treasure, put this onto your deck afterwards.",+2,+2,,,,,,,
Longship,Plunder,Action - Duration,5,"+2 ActionsAt the start of your next turn, +2 Cards.",+2,N +2,,,,,,,
Mapmaker,Plunder,Action - Reaction,4,"Look at the top 4 cards of your deck. Put 2 into your hand and discard the rest.When any player gains a Victory card, you may play this from your hand.",**Pself,+2,,,,,,,
Maroon,Plunder,Action,4,"Trash a card from your hand. +2 Cards per type it has (Action, Attack, etc.).",,+X,,,1,,,,
Mining Road,Plunder,Action,5,"+1 Action+1 Buy+Once this turn, when you gain a Treasure, you may play it.",+1,,+1,"+, !P1",,,,,
Pendant,Plunder,Treasure,5,+ per differently named Treasure you have in play.,,,,+,,,,,
Pickaxe,Plunder,Treasure,5,"Trash a card from your hand. If it costs  or more, gain a Loot to your hand.",,!(+1),,+,1,,,!1,
Pilgrim,Plunder,Action,5,+4 CardsPut a card from your hand onto your deck.,,"+4, -1",,,,,,,
Quartermaster,Plunder,Action - Duration,5,"At the start of each of your turns for the rest of the game, choose one: Gain a card costing up to , setting it aside on this; or put a card from this into your hand.",,N... +1?,,,,,,N... 1?,
Rope,Plunder,Treasure - Duration,4,"+1 BuyAt the start of your next turn, +1 Card and you may trash a card from your hand.",,N +1,+1,+,N 1?,,,,
Sack of Loot,Plunder,Treasure,6,+1 BuyGain a Loot.,,,+1,+,,,,1,
Search,Plunder,Action - Duration,2,"+The next time a Supply pile empties, trash this and gain a Loot.",,,,+,,,,**1,
Secluded Shrine,Plunder,Action - Duration,3,"+The next time you gain a Treasure, trash up to 2 cards from your hand.",,,,+,**2,,,,
Shaman,Plunder,Action,2,"+1 Action+You may trash a card from your hand.In games using this, at the start of your turn, gain a card from the trash costing up to .",+1,,,+,1?,,N... !Self,N... 1,N... !(X )
Silver Mine,Plunder,Treasure,5,Gain a Treasure costing less than this to your hand.,,(+1),,,,,,1,
Siren,Plunder,Action - Duration - Attack,3,"Each other player gains a Curse. At the start of your next turn, draw until you have 8 cards in hand.When you gain this, trash it unless you trash an Action from your hand.",,N =8,,,*1 or Self ?,,1,,
Stowaway,Plunder,Action - Duration - Reaction,3,"At the start of your next turn, +2 Cards.When anyone gains a Duration card, you may play this from your hand.",**Pself,N +2,,,,,,,
Swamp Shacks,Plunder,Action,4,+2 Actions+1 Card per 3 cards you have in play (round down).,+2,+X,,,,,,,
Taskmaster,Plunder,Action - Duration,3,"+1 Action, +, and if you gain a card costing exactly  this turn, then at the start of your next turn, repeat this ability.","+1, !N +1",,,"+, !N +",,,,,
Tools,Plunder,Treasure,4,Gain a copy of a card anyone has in play.,,,,,,,,1,
Trickster,Plunder,Action - Attack,5,"Each other player gains a Curse.Once this turn, when you discard a Treasure from play, you may set it aside. Put it in your hand at end of turn.",,!(N +1),,,,,1,,
Wealthy Village,Plunder,Action,5,"+1 Card+2 ActionsWhen you gain this, if you have at least 3 differently named Treasures in play, gain a Loot.",+2,+1,,,,,,*1,
Amphora,Plunder,Treasure - Duration - Loot,6.9,Either now or at the start of your next turn: +1 Buy and +.,,,"+1?, N +1?","+?, N +?",,,,,
Doubloons,Plunder,Treasure - Loot,6.9,"When you gain this, gain a Gold.",,,,+,,,,1,
Endless Chalice,Plunder,Treasure - Duration - Loot,6.9,Now and at the start of each of your turns for the rest of the game:+1 Buy,,,N... +1,N... +,,,,,
Figurehead,Plunder,Treasure - Duration - Loot,6.9,"At the start of your next turn, +2 Cards.",,N +2,,+,,,,,
Hammer,Plunder,Treasure - Loot,6.9,Gain a card costing up to .,,,,+,,,,1,
Insignia,Plunder,Treasure - Loot,6.9,"This turn, when you gain a card, you may put it onto your deck.",,,,+,,,,,
Jewels,Plunder,Treasure - Duration - Loot,6.9,"+1 BuyAt the start of your next turn, put this on the bottom of your deck.",,,+1,+,,,,,
Orb,Plunder,Treasure - Loot,6.9,Look through your discard pile. Choose one: Play an Action or Treasure from it; or +1 Buy and +.,P1?,,+1?,"P1?, +?",,,,,
Prize Goat,Plunder,Treasure - Loot,6.9,+1 BuyYou may trash a card from your hand.,,,+1,+,1?,,,,
Puzzle Box,Plunder,Treasure - Loot,6.9,+1 BuyYou may set aside a card from your hand face down. Put it into your hand at end of turn.,,"-1, !(N +1)",+1,+,,,,,
Sextant,Plunder,Treasure - Loot,6.9,+1 BuyLook at the top 5 cards of your deck. Discard any number. Put the rest back in any order.,,,+1,+,,,,,
Shield,Plunder,Treasure - Reaction - Loot,6.9,"+1 BuyWhen another player plays an Attack, you may first reveal this from your hand to be unaffected.",,,+1,+,,,,,
Spell Scroll,Plunder,Action - Treasure - Loot,6.9,"Trash this to gain a cheaper card. If it's an Action or Treasure, you may play it.",!P1?,,,!P1?,Self,,,1,
Staff,Plunder,Treasure - Loot,6.9,+1 BuyYou may play an Action from your hand.,P1?,,+1,+,,,,,
Sword,Plunder,Treasure - Attack - Loot,6.9,+1 BuyEach other player discards down to 4 cards in hand.,,,+1,+,,,,,
Avoid,Plunder,Event,2,"+1 BuyThe next time you shuffle this turn, pick up to 3 of those cards to put into your discard pile.",,,+1,,,,,,
Bury,Plunder,Event,1,+1 BuyPut any card from your discard pile on the bottom of your deck.,,,+1,,,,,,
Deliver,Plunder,Event,2,"+1 BuyThis turn, each time you gain a card, set it aside, and put it into your hand at end of turn.",,(N +X),+1,,,,,,
Foray,Plunder,Event,3,"Discard 3 cards, revealing them. If they have 3 different names, gain a Loot.",,-3,,,,,,!1,
Invasion,Plunder,Event,10,You may play an Attack from your hand. Gain a Duchy. Gain an Action onto your deck. Gain a Loot; play it.,P1?,,,"P1?, P1",,,,3,(3 )
Journey,Plunder,Event,4,You don't discard cards from play in Clean-up this turn. Take an extra turn after this one (but not a 3rd turn in a row).,,,,,,,,,
Launch,Plunder,Event,3,"Once per turn: Return to your Action phase. +1 Card, +1 Action, and +1 Buy.",+1,+1,+1,,,,,,
Looting,Plunder,Event,6,Gain a Loot.,,,,,,,,1,
Maelstrom,Plunder,Event,4,Trash 3 cards from your hand. Each other player with 5 or more cards in hand trashes one of them.,,,,,3,,,,
Mirror,Plunder,Event,3,"+1 BuyThe next time you gain an Action card this turn, gain a copy of it.",,,+1,,,,,1,
Peril,Plunder,Event,2,You may trash an Action card from your hand to gain a Loot.,,,,,1?,,,!1,
Prepare,Plunder,Event,3,"Set aside your hand face up. At the start of your next turn, play those Actions and Treasures in any order, then discard the rest.",N PX,,,N PX,,,,,
Prosper,Plunder,Event,10,"Gain a Loot, plus any number of differently named Treasures.",,,,,,,,X,
Rush,Plunder,Event,2,"+1 BuyThe next time you gain an Action card this turn, play it.",!P1,,+1,,,,,,
Scrounge,Plunder,Event,3,"Choose one: Trash a card from your hand; or gain an Estate from the trash, and if you did, gain a card costing up to .",,,,,1?,,,"1?, !1",(1 ?)
Cheap,Plunder,Trait,-8,Cheap cards cost  less.,,,,R1self,,,,,
Cursed,Plunder,Trait,-8,"When you gain a Cursed card, gain a Loot and a Curse.",,,,,,,Self,2,(-1 )
Fated,Plunder,Trait,-8,"When shuffling, you may look through the cards and reveal Fated cards to put them on the top or bottom.",,,,,,,,,
Fawning,Plunder,Trait,-8,"When you gain a Province, gain a Fawning card.",,,,,,,,1,
Friendly,Plunder,Trait,-8,"At the start of your Clean-up phase, you may discard a Friendly card to gain a Friendly card.",,,,,,,,1?,
Hasty,Plunder,Trait,-8,"When you gain a Hasty card, set it aside, and play it at the start of your next turn.",N P1,,,,,,,,
Inherited,Plunder,Trait,-8,Setup: You start the game with an Inherited card in place of a starting card you choose.,,,,,,,,,
Inspiring,Plunder,Trait,-8,"After playing an Inspiring card on your turn, you may play an Action from your hand that you don't have a copy of in play.",P1?,,,,,,,,
Nearby,Plunder,Trait,-8,"When you gain a Nearby card, +1 Buy.",,,*+1,,,,,,
Patient,Plunder,Trait,-8,"At the start of your Clean-up phase, you may set aside Patient cards from your hand to play them at the start of your next turn.",N P1?,,,,,,,,
Pious,Plunder,Trait,-8,"When you gain a Pious card, you may trash a card from your hand.",,,,,*1,,,,
Reckless,Plunder,Trait,-8,"Follow the instructions of played Reckless cards twice. When discarding one from play, return it to its pile.",(Pself),,,,Self,,,,
Rich,Plunder,Trait,-8,"When you gain a Rich card, gain a Silver.",,,,,,,,*1,
Shy,Plunder,Trait,-8,"At the start of your turn, you may discard one Shy card for +2 Cards.",,"-Self?, !+2",,,,,,,
Tireless,Plunder,Trait,-8,"When you discard a Tireless card from play, set it aside, and put it onto your deck at end of turn.",,,,,,,,,
Alley,Rising Sun,Action - Shadow,4,+1 Card+1 ActionDiscard a card.You can play this from your deck as if in your hand.,+1,"+1, +1?, -1",,,,,,,
Aristocrat,Rising Sun,Action,3,If the number of Aristocrats you have in play is:1 or 5: +3 Actions;2 or 6: +3 Cards;3 or 7: +;4 or 8: +3 Buys.,!+3,!+3,!+3,!+,,,,,
Artist,Rising Sun,Action,208,+1 Action+1 Card per card you have exactly one copy of in play.,+1,+X,,,,,,,
Change,Rising Sun,Action,4,"If you have any , +. Otherwise, trash a card from your hand, and gain a card costing more  than it. + equal to the difference in .",,,,"!+, !+",!1,,,!1,
Craftsman,Rising Sun,Action,3,+Gain a card costing up to .,,,,+,,,,1,
Daimyo,Rising Sun,Action - Command,206,"+1 Card+1 ActionThe next time you play a non-Command Action card this turn, replay it afterwards.","+1,(P1)",+1,,,,,,,
Fishmonger,Rising Sun,Action - Shadow,2,+1 Buy+You can play this from your deck as if in your hand.,,,+1,+,,,,,
Gold Mine,Rising Sun,Action,5,+1 Card+1 Action+1 BuyYou may gain a Gold and get +.,+1,+1,+1,+?,,,,1?,
Imperial Envoy,Rising Sun,Action,5,+5 Cards+1 Buy+,,+5,+1,+,,,,,
Kitsune,Rising Sun,Action - Attack - Omen,5,+1Choose two different options: +2 Actions; +; each other player gains a Curse; gain a Silver.,+2?,,,+?,,,1?,1?,
Litter,Rising Sun,Action,5,+2 Cards+2 Actions+,+2,+2,,+,,,,,
Mountain Shrine,Rising Sun,Action - Omen,205,"+1+You may trash a card from your hand. Then if there are any Action cards in the trash, +2 Cards.",,!+2,,+,1?,,,,
Ninja,Rising Sun,Action - Attack - Shadow,4,+1 CardEach other player discards down to 3 cards in hand.You can play this from your deck as if in your hand.,,+1,,,,,,,
Poet,Rising Sun,Action - Omen,4,"+1+1 Card+1 ActionReveal the top card of your deck. If it costs  or less, put it into your hand.",+1,"+1, !+1",,,,,,,
Rice,Rising Sun,Treasure,7,+1 Buy+ per different type among cards you have in play.,,,+1,+,,,,,
Rice Broker,Rising Sun,Action,5,"+1 ActionTrash a card from your hand. If it's a Treasure, +2 Cards. If it's an Action, +5 Cards.",+1,"!+2,!+5",,,1,,,,
River Shrine,Rising Sun,Action - Omen,4,"+1Trash up to 2 cards from your hand. At the start of Clean-up, if you didn't gain any cards in your Buy phase this turn, gain a card costing up to .",,,,,0-2,,,!1,
Riverboat,Rising Sun,Action - Duration,3,"At the start of your next turn, play the set aside card, leaving it there.Setup: Set aside an unused non-Duration Action card costing .",,,,,,,,,
Ronin,Rising Sun,Action - Shadow,5,Draw until you have 7 cards in hand.You can play this from your deck as if in your hand.,,=7,,,,,,,
Root Cellar,Rising Sun,Action,3,+3 Cards+1 Action+,+1,+3,,+,,,,,
